rating,review
4,"I do think the fabric could be a little more substantial for the price, and was disappoitned that even petites, were again, too long... the color is nice enough (neutral), and they definitely look like work pants. they are true to sice, but i could do the low end of my size range."
5,I love the design of this top.  the pattern is beautiful and the back unique.   i am a mom of two so i really appreciate the extra front coverage.  i can run around at the beach with my kids and not be worried about overexposure.  i am a 34d on top and purchased the large and it fits well.
5,"I bought this top in a small and it was true to size. loved that it wasn't too fitted across the back, but was still able to show a bit of body with the drawstring by the waist. it will become a wardrobe staple during the hot months in dallas."
2,"Whatever happened to sizing! pretty print and color but has enough fabric for 2 tops. it is also unlined which is not a huge issue. i wore it with a cami. the arms weren't too gaping for me, thankfully. i tried to make it work with a wide belt but i will have to get it tucked on the sides. i am 140 lbs and got the small. should have gone 1 or even 2 sizes smaller."
4,"Great looking, please dry clean it or you'll ruin it, fits well, easy to make an outfit look stylish"
3,"I usually wear petite which this was not so a little big for me. but nice color and good quality, but pricey for what it is. it's more like a $45 sweater not $100+"
5,Great long cardigan! i wear this with a simple tank
2,"I ordered an xxs petite and this hangs like a bag on me. i'm usually fine with the petite sizing, but this didn't work and i'm so bummed. the dress is soft, the blue color is gorgeous, but it fits like a bag. i wanted to love this, but sadly will have to return. i think someone with curves will love this dress. it is really beautiful quality, just does not fit a petite frame."
4,Great soft tee. got the blue and really love the color.
5,"I love everything about this tee. it has wonderful detailing that makes it different from other tees. the fabric is soft, and the tee is very comfortable. i disagree with some of the other reviews about the colors. i actually love both colors. the red is a nice slightly brownish red. i wore that color with a pair of plaid (white, teal, & taupe) shorts, and i got compliments on my outfit. the color will go with more than one might think. i haven't worn the green one yet. i hope this tee comes bac"
2,I was so sure i was going to love this dress when i saw it on the rack. i was so disappointed by how poofy on the bottom. it was not flattering at all! i'd love to see this pattern back with a better fit.
4,"Although it was a bit of a battle with my bra straps, it was completely worth it for date night. hot shirt! very comfy and quality fabric. next time, i may just pin or tape my straps..."
2,Runs large and it also had a small hole in the back had to return it.
2,"I really like the look of the top when it is photographed on other people but it just isn't for me. the fabric is stiffer than i would have expected and not very moveable. the fit is not quite right on me. the longer sleeves detract from the look of the shirt. i also generally prefer things a little more form fitting of which this is not. it was not very comfortable for me either, so this was clearly not a win for me."
